Age,Accessibility,EdLevel,Employment,Gender,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
<35,No,Other,1,Man,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,100511,Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Ruby;Rust;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Pulumi;Terraform;Unity 3D;Unreal Engine;Yarn;Express;Next.js;Node.js;React.js;Svelte;AWS;Google Cloud;Linode;Managed Hosting;Elasticsearch;PostgreSQL;Redis,31,1
>35,No,Other,1,Man,Dev,50,50,Netherlands,127972,Bash/Shell;Groovy;Java;JavaScript;Python;Ansible;Docker;Homebrew;Kubernetes;Flask;MySQL,11,0
<35,No,Undergraduate,1,Man,Dev,12,9,Kazakhstan,145872,Clojure;Dart;Groovy;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript;Docker;Kubernetes;npm;Yarn;Angular;Django;Next.js;DigitalOcean;Google Cloud;Managed Hosting;VMware;Cloud Firestore;MySQL;Oracle;PostgreSQL;Redis,26,1
<35,No,Undergraduate,1,Woman,Dev,7,5,United States of America,150000,JavaScript;Ruby;SQL;Docker;Homebrew;Kubernetes;Ruby on Rails;AWS;MySQL;Redis,10,0
<35,No,Other,1,Man,Dev,10,10,Canada,195210,Bash/Shell;Java;JavaScript;PHP;SQL;TypeScript;Docker;Homebrew;Yarn;Express;Next.js;Node.js;React.js;AWS;DigitalOcean;Elasticsearch;MariaDB;MySQL,18,1
>35,No,Undergraduate,1,Man,Dev,15,10,United States of America,140000,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;ASP.NET;ASP.NET Core ;Next.js;React.js;Microsoft Azure;Microsoft SQL Server,13,1
<35,No,Master,0,Man,Dev,8,5,Finland,174048,TypeScript;Homebrew;Yarn;React.js;Firebase,5,0
>35,No,Undergraduate,0,Man,Dev,27,23,Canada,140551,C#;HTML/CSS;JavaScript;SQL;VBA;Yarn;ASP.NET;jQuery;Microsoft Azure;MariaDB;Microsoft SQL Server,11,1
>35,No,Undergraduate,1,Man,Dev,23,14,United Kingdom of Great Britain and Northern Ireland,110563,Python;Django;AWS;Linode;MongoDB,5,0
<35,No,Undergraduate,1,Man,Dev,14,4,United States of America,180000,C#;HTML/CSS;PowerShell;Python;Rust;SQL;Docker;Kubernetes;ASP.NET Core ;DigitalOcean;Microsoft Azure;Microsoft SQL Server,12,0
<35,No,Undergraduate,1,Man,NotDev,12,7,United States of America,150000,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;TypeScript;Docker;Homebrew;npm;Terraform;Angular;ASP.NET;ASP.NET Core ;Express;Flask;jQuery;Laravel;Node.js;React.js;Vue.js;AWS;Google Cloud;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis,33,1
>35,No,Undergraduate,1,Man,Dev,6,4,United States of America,145000,HTML/CSS;Java;JavaScript;SQL;TypeScript;Docker;Homebrew;npm;Angular;Angular.js;AWS;MySQL;PostgreSQL,13,1
<35,No,Master,1,Woman,Dev,6,6,United Kingdom of Great Britain and Northern Ireland,100511,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Docker;npm;Terraform;Yarn;ASP.NET Core ;Node.js;React.js;AWS;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;SQLite,20,1
>35,No,NoHigherEd,1,Man,Dev,25,11,Germany,106644,Bash/Shell;C;C++;Crystal;Elixir;Erlang;Go;HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL;TypeScript;VBA;Chef;Docker;Homebrew;Kubernetes;npm;Puppet;Terraform;Yarn;Angular;Angular.js;Deno;Express;jQuery;Node.js;Phoenix;Ruby on Rails;Svelte;AWS;DigitalOcean;Google Cloud;Heroku;Cassandra;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;Neo4j;PostgreSQL;Redis;SQLite,46,1
<35,No,Other,1,Man,Dev,6,1,United States of America,102000,JavaScript;TypeScript;Homebrew;npm;Angular;Express;Node.js;React.js;Heroku;Microsoft Azure;MongoDB;Redis,12,1
<35,No,NoHigherEd,1,Man,Dev,19,15,Germany,111976,Bash/Shell;C#;C++;Elixir;Go;Groovy;Objective-C;Perl;PHP;R;Ruby;Rust;Scala;SQL;Ansible;Chef;Docker;Homebrew;Kubernetes;npm;Puppet;Terraform;Yarn;Angular.js;ASP.NET;Blazor;Django;Drupal;Express;Flask;jQuery;Next.js;Node.js;Phoenix;Play Framework;Ruby on Rails;AWS;DigitalOcean;Heroku;Linode;Microsoft Azure;Cassandra;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4j;Oracle;PostgreSQL;Redis;SQLite,53,1
<35,No,Master,1,Man,Dev,5,5,Canada,101509,Go;Python;Docker;Kubernetes;Terraform;AWS;Google Cloud;MySQL;Redis,9,0
>35,No,Undergraduate,1,Man,Dev,41,38,Australia,113234,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;SQLite,19,1
>35,No,Undergraduate,1,Man,Dev,15,7,United States of America,101200,Groovy;HTML/CSS;JavaScript;Docker;jQuery;Vue.js;Microsoft SQL Server;MySQL,8,0
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,117000,Java;JavaScript;TypeScript;Docker;npm;Angular;Node.js;Elasticsearch;MongoDB;PostgreSQL,10,1
>35,No,Other,1,Man,Dev,19,16,United Kingdom of Great Britain and Northern Ireland,201023,C#;Java;Docker;npm;Yarn;VMware;MongoDB;PostgreSQL,8,1
<35,Yes,Master,1,Woman,Dev,10,7,United States of America,187000,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Homebrew;npm;Django;jQuery;Node.js;React.js;AWS;Elasticsearch;MySQL;Oracle;PostgreSQL,18,1
<35,No,Master,1,Man,Dev,10,8,United States of America,125000,Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;Terraform;Unity 3D;Yarn;Angular;ASP.NET Core ;Django;Flask;Vue.js;AWS;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;Neo4j;PostgreSQL;Redis;SQLite,32,1
>35,No,Undergraduate,1,Man,Dev,21,17,United States of America,160000,C#;Groovy;PowerShell;SQL;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,7,0
<35,No,Undergraduate,1,Man,Dev,15,12,United States of America,150000,Bash/Shell;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Homebrew;npm;Yarn;Laravel;Nuxt.js;Vue.js;DigitalOcean;Elasticsearch;MySQL;Redis;SQLite,20,1
>35,No,Master,1,Man,Dev,28,24,United States of America,120000,HTML/CSS;JavaScript;Ruby;SQL;Docker;Ruby on Rails;Vue.js;PostgreSQL;Redis,9,0
>35,No,Master,1,Man,Dev,33,21,United Kingdom of Great Britain and Northern Ireland,118101,Bash/Shell;HTML/CSS;MATLAB;Docker;Heroku;PostgreSQL;SQLite,7,0
>35,No,Undergraduate,1,Man,Dev,20,15,United States of America,145000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;npm;Angular;ASP.NET Core ;Microsoft Azure;PostgreSQL,13,1
<35,No,Undergraduate,1,Woman,Dev,16,4,Switzerland,113761,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Kubernetes;npm;Yarn;ASP.NET Core ;jQuery;Node.js;Nuxt.js;Vue.js;DigitalOcean;Microsoft Azure;PostgreSQL,18,1
<35,No,Undergraduate,1,Man,Dev,16,8,Netherlands,106644,C;C++;Go;Python;Rust;SQL;Ansible;Docker;Vue.js;OpenStack;PostgreSQL;Redis;SQLite,13,0
>35,No,Undergraduate,1,Man,Dev,16,12,United States of America,160000,Bash/Shell;Elixir;Go;HTML/CSS;Rust;SQL;Docker;Homebrew;Kubernetes;Terraform;Yarn;Phoenix;React.js;AWS;DigitalOcean;DynamoDB;Elasticsearch;PostgreSQL;Redis,19,0
<35,No,Undergraduate,0,Man,Dev,12,6,India,108336,Haskell;Python;Docker;Homebrew;Kubernetes;npm;AWS;Google Cloud;Microsoft Azure;PostgreSQL;SQLite,11,0
>35,No,Undergraduate,1,Man,Dev,29,15,United States of America,138000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;npm;Angular.js;ASP.NET;Node.js;Vue.js;Microsoft Azure;Microsoft SQL Server,15,1
>35,No,Undergraduate,1,Man,Dev,15,10,Israel,179352,C;C++;PowerShell;Python;Solidity;Docker;Unity 3D;AWS;Microsoft Azure,9,0
>35,No,Undergraduate,1,Man,Dev,24,17,United States of America,113000,C;C#;C++;HTML/CSS;JavaScript;Objective-C;Ruby;SQL;Swift;Homebrew;npm;Ruby on Rails;PostgreSQL;Redis;SQLite,15,1
>35,No,Undergraduate,1,Man,Dev,16,12,United States of America,200000,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;jQuery;Laravel;Node.js;React.js;Symfony;Vue.js;DigitalOcean;Google Cloud;Linode;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,26,1
>35,No,NoHigherEd,1,Man,NotDev,21,14,United States of America,106000,Bash/Shell;PowerShell,2,0
>35,No,Undergraduate,1,NonBinary,Dev,40,35,United States of America,120000,C#;JavaScript;PowerShell;SQL;ASP.NET;ASP.NET Core ;Blazor;jQuery;Microsoft SQL Server,9,1
<35,No,Undergraduate,1,Man,Dev,17,11,United States of America,173000,Bash/Shell;Java;SQL;Docker;Homebrew;Kubernetes;Elasticsearch;Microsoft SQL Server;MySQL;Redis,10,1
>35,No,Other,1,Man,Dev,26,19,United States of America,210000,Bash/Shell;C#;JavaScript;Ruby;SQL;TypeScript;Docker;Homebrew;npm;jQuery;Node.js;Ruby on Rails;MongoDB;PostgreSQL;Redis,15,1
<35,No,Master,1,Woman,Dev,7,5,United States of America,175000,Bash/Shell;Kotlin;Python;R;Scala;Docker;Homebrew;Kubernetes;Django;Flask;Google Cloud;IBM Cloud or Watson;PostgreSQL,13,0
>35,Yes,Master,0,Man,Dev,18,12,Germany,191959,HTML/CSS;JavaScript;Kotlin;PHP;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Angular;Angular.js;Express;jQuery;Laravel;Node.js;Nuxt.js;React.js;Vue.js;AWS;Google Cloud;Heroku;DynamoDB;Elasticsearch;MySQL,26,1
<35,No,Undergraduate,1,Man,NotDev,10,7,United Kingdom of Great Britain and Northern Ireland,100511,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Unity 3D;Express;jQuery;Laravel;Next.js;Node.js;React.js;Vue.js;AWS;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;SQLite,28,1
>35,No,Master,0,Man,Dev,26,15,United States of America,180000,Bash/Shell;C#;HTML/CSS;JavaScript;Perl;PHP;Python;Ruby;SQL;Ansible;Docker;Homebrew;Yarn;Angular.js;jQuery;Laravel;React.js;Ruby on Rails;Symfony;AWS;Heroku;Microsoft Azure;DynamoDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,29,1
<35,No,Undergraduate,1,Man,Dev,20,15,Germany,159966,Assembly;C;C++;HTML/CSS;JavaScript;TypeScript;Docker;Kubernetes;npm;Yarn;Node.js;React.js;AWS,13,1
>35,No,PhD,1,Man,Dev,27,19,United Kingdom of Great Britain and Northern Ireland,106793,Bash/Shell;C#;F#;JavaScript;PowerShell;Python;Docker;Kubernetes;ASP.NET Core ;Microsoft Azure;MongoDB;PostgreSQL,12,1
<35,No,Other,1,Man,Dev,8,3,United States of America,150000,Bash/Shell;C;C#;C++;HTML/CSS;Java;Python;Rust;SQL;DigitalOcean;Microsoft SQL Server;MySQL;SQLite,13,1
>35,No,Master,1,Man,Dev,35,30,United States of America,200000,Python;SQL;PostgreSQL;SQLite,4,0
<35,No,Undergraduate,1,Man,Dev,8,6,United States of America,160000,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Angular;ASP.NET;ASP.NET Core ;Flask;Node.js;React.js;Google Cloud;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;SQLite,26,1
>35,No,Master,1,Man,Dev,40,27,United States of America,118000,C#;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript;npm;Angular;Microsoft SQL Server;Oracle;SQLite,12,1
>35,No,Undergraduate,1,Man,Dev,20,15,United States of America,150000,C#;C++;Python;Docker;Kubernetes;Blazor;Flask;Microsoft Azure;Redis,9,0
<35,No,Undergraduate,0,Man,Dev,12,10,France,161244,Go;Ruby;Docker;Terraform;Django;Ruby on Rails;AWS;DigitalOcean;DynamoDB;PostgreSQL;Redis,11,0
<35,No,Undergraduate,1,Man,Dev,6,4,Canada,101509,C;HTML/CSS;Python;Rust;SQL;TypeScript;Homebrew;npm;Django;Node.js;React.js;AWS;Firebase;MySQL;Redis;SQLite,16,1
>35,No,Undergraduate,1,Man,Dev,25,21,United States of America,160000,Bash/Shell;Elixir;Erlang;HTML/CSS;Java;JavaScript;Julia;Python;Rust;Scala;SQL;Docker;Homebrew;Kubernetes;npm;Terraform;Flask;Node.js;Phoenix;React.js;Microsoft Azure;CouchDB;Microsoft SQL Server;PostgreSQL,24,1
>35,No,Undergraduate,1,Man,Dev,22,18,United States of America,187000,Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;Lua;SQL;TypeScript;npm;Node.js;React.js;AWS;MySQL,14,1
<35,No,Undergraduate,1,Man,Dev,17,10,United States of America,175000,Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Lua;OCaml;PHP;Python;Ruby;Rust;Solidity;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Yarn;Express;Next.js;Node.js;React.js;DigitalOcean;Linode;MongoDB;MySQL;PostgreSQL;SQLite,31,1
>35,Yes,Undergraduate,1,Man,Dev,8,7,Canada,179593,Go;JavaScript;TypeScript;Docker;Homebrew;npm;React.js;DigitalOcean;Linode;MongoDB,10,1
<35,No,Undergraduate,1,Man,Dev,12,6,United States of America,170000,Erlang;Go;JavaScript;Python;SQL;Ansible;Terraform;Node.js;Svelte;AWS;PostgreSQL,11,0
>35,No,Undergraduate,1,Man,NotDev,20,15,United States of America,160000,C;Go;HTML/CSS;JavaScript;Python;Rust;Swift;TypeScript;Homebrew;npm;Terraform;Yarn;React.js;AWS;DigitalOcean;Google Cloud;Linode;VMware;DynamoDB;MySQL;SQLite,21,1
<35,No,Undergraduate,1,Man,Dev,11,8,United States of America,210000,Bash/Shell;C#;JavaScript;PowerShell;SQL;npm;ASP.NET;ASP.NET Core ;React.js;Microsoft Azure;MySQL;PostgreSQL;Redis;SQLite,14,1
<35,No,NoHigherEd,1,Man,Dev,14,10,Lithuania,106644,Java;Kotlin;SQLite,3,0
>35,No,Other,1,Man,Dev,26,24,United States of America,138000,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Homebrew;npm;Yarn;ASP.NET;ASP.NET Core ;Express;React.js;MariaDB;Microsoft SQL Server;MySQL;SQLite,18,1
<35,No,Undergraduate,1,Man,Dev,15,12,United States of America,165000,HTML/CSS;Ruby;SQL;Docker;Homebrew;npm;Yarn;jQuery;Node.js;React.js;Ruby on Rails;AWS;Heroku;Elasticsearch;MySQL;PostgreSQL;Redis,17,1
>35,No,Undergraduate,1,Man,Dev,40,30,United States of America,190000,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Objective-C;Perl;PHP;PowerShell;Python;SQL;jQuery;AWS;Oracle,15,1
<35,No,Undergraduate,1,Man,Dev,20,12,United States of America,160000,Bash/Shell;Perl;PHP;Python;SQL;Docker;AWS;Linode;Microsoft Azure;Elasticsearch;PostgreSQL;Redis;SQLite,13,0
>35,No,Undergraduate,1,Man,Dev,22,16,United States of America,165000,C#;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript;VBA;Docker;Homebrew;npm;Terraform;Yarn;Angular;ASP.NET Core ;Express;jQuery;React.js;Svelte;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;MongoDB;MySQL;PostgreSQL;Redis;SQLite,30,1
<35,No,Master,1,Man,Dev,17,10,United States of America,130000,C#;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Kubernetes;Angular;ASP.NET;jQuery;Firebase;Microsoft Azure;Elasticsearch;Microsoft SQL Server;Firebase Realtime Database,15,1
>35,No,PhD,1,Man,NotDev,23,8,Canada,101509,C++;F#;Python;Docker;Homebrew,5,0
>35,No,Undergraduate,1,Man,Dev,22,18,United States of America,112000,C;C#;C++;SQL;Microsoft Azure;Microsoft SQL Server,6,0
<35,No,Undergraduate,1,Man,NotDev,11,9,United States of America,105000,C#;JavaScript;SQL;npm;ASP.NET;ASP.NET Core ;Blazor;Node.js;Heroku;Microsoft SQL Server;SQLite,11,1
>35,No,Undergraduate,1,Woman,NotDev,30,30,United States of America,109000,APL;PowerShell;SAS;SQL;Cassandra;IBM DB2;Microsoft SQL Server;Oracle,8,0
>35,No,Undergraduate,1,Man,Dev,21,15,United States of America,116000,JavaScript;PHP;PowerShell;Docker;npm;Node.js;Vue.js;Linode;Microsoft Azure;MySQL,10,0
>35,No,Master,1,Man,Dev,6,6,United States of America,180000,HTML/CSS;JavaScript;TypeScript;Node.js;React.js;Google Cloud,6,0
<35,No,NoHigherEd,1,Man,NotDev,13,10,Denmark,123888,PHP;Docker;Homebrew;Kubernetes;Laravel;AWS;DigitalOcean;Google Cloud;MySQL;Redis,10,0
<35,No,PhD,1,Man,Dev,14,4,Canada,138990,Go;Java;Python;Docker;Kubernetes;FastAPI;Google Cloud;Managed Hosting,8,0
>35,No,Undergraduate,0,Man,NotDev,23,5,Belgium,149301,HTML/CSS;JavaScript;PHP;TypeScript;Docker;Homebrew;npm;Terraform;Laravel;Vue.js;AWS;MySQL,12,0
>35,No,Master,1,Man,Dev,23,15,United States of America,155000,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Homebrew;npm;jQuery;Node.js;Svelte;MariaDB;Oracle,14,1
>35,No,Undergraduate,1,Man,NotDev,20,14,United States of America,175000,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;Swift;Ansible;Docker;Homebrew;Kubernetes;Angular;jQuery;React.js;AWS;Colocation;DigitalOcean;Google Cloud;MariaDB;MySQL;SQLite,23,1
<35,No,Undergraduate,1,Man,Dev,14,10,Canada,126496,Clojure;Go;Java;SQL;Docker;Homebrew;Kubernetes;React.js;AWS;PostgreSQL,10,0
>35,No,Master,1,Woman,Dev,40,20,United States of America,150000,HTML/CSS;JavaScript;Python;R;SQL;TypeScript;VBA;Google Cloud;PostgreSQL,9,0
>35,Yes,Other,1,Man,Dev,35,35,United States of America,108000,Bash/Shell;Clojure;Elixir;HTML/CSS;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript;Docker;Homebrew;npm;Yarn;Angular;Deno;Express;Node.js;Phoenix;React.js;Ruby on Rails;Vue.js;AWS;Heroku;MongoDB;MySQL;PostgreSQL;SQLite,29,1
>35,No,Undergraduate,1,Man,Dev,26,18,United States of America,180000,Bash/Shell;Python;Ruby,3,0
>35,No,Undergraduate,1,Man,Dev,35,13,United States of America,115000,HTML/CSS;JavaScript;SQL;SQLite,4,0
<35,No,Undergraduate,1,Man,Dev,10,6,United Kingdom of Great Britain and Northern Ireland,103024,Go;Docker;Kubernetes;npm;Terraform;Node.js;AWS;DynamoDB;Elasticsearch;MariaDB;PostgreSQL;Redis,12,0
>35,No,Master,1,Man,Dev,17,15,United States of America,150000,Bash/Shell;Java;Python;Scala;Docker;Homebrew;npm;Flask;AWS;DynamoDB;MongoDB;Oracle,12,1
<35,No,Master,1,Man,Dev,7,1,United States of America,125000,C;C++;Go;HTML/CSS;Java;Perl;PHP;Python;R;Ruby;SQL;Docker;Homebrew;Kubernetes;npm;jQuery;Node.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud;Heroku;Elasticsearch;MySQL;Oracle;PostgreSQL;SQLite,27,1
>35,No,NoHigherEd,0,Man,Dev,25,24,United Kingdom of Great Britain and Northern Ireland,150767,HTML/CSS;JavaScript;Scala;TypeScript;Docker;npm;Yarn;Express;Next.js;Node.js;Play Framework;React.js;DigitalOcean;Google Cloud;Heroku;Cloud Firestore;MongoDB;Firebase Realtime Database,18,1
>35,No,Other,1,Man,NotDev,41,34,United States of America,192000,C#;HTML/CSS;JavaScript;Python;SQL;Docker;Kubernetes;npm;Yarn;ASP.NET;Express;Fastify;Flask;Gatsby;Node.js;React.js;AWS;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;SQLite,22,1
<35,No,Undergraduate,1,Man,Dev,10,5,Canada,117126,Java;JavaScript;Python;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Next.js;Node.js;React.js;AWS;Google Cloud;Microsoft Azure;DynamoDB;Elasticsearch;PostgreSQL,21,1
>35,No,Master,1,Man,Dev,25,5,United States of America,130000,HTML/CSS;JavaScript;Python;R;Scala;SQL;AWS;DigitalOcean;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL,12,0
>35,No,Master,1,Man,Dev,33,28,United States of America,200000,Bash/Shell;HTML/CSS;JavaScript;PHP;Ruby;SQL;Docker;Kubernetes;npm;Laravel;Next.js;Node.js;React.js;Ruby on Rails;Vue.js;AWS;Firebase;Google Cloud;Heroku;Microsoft Azure;Cloud Firestore;MySQL;PostgreSQL;Firebase Realtime Database;Redis,25,1
>35,No,Undergraduate,1,Man,Dev,35,33,United States of America,150000,C#;HTML/CSS;ASP.NET;ASP.NET Core ;Blazor;AWS;Microsoft Azure;Microsoft SQL Server,8,0
<35,No,Other,1,Man,Dev,6,6,United States of America,105000,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;Docker;Homebrew;npm;Yarn;Ruby on Rails;AWS;MySQL;PostgreSQL,15,1
>35,No,Undergraduate,1,Man,Dev,25,22,United States of America,155000,Groovy;Java;Kotlin;SQL;Homebrew;SQLite,6,0
<35,No,Undergraduate,1,Man,Dev,5,2,United States of America,115000,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript;Ansible;Docker;Homebrew;Pulumi;Terraform;Yarn;React.js;AWS;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,19,0
<35,No,Undergraduate,1,Man,Dev,4,4,Canada,103852,JavaScript;Python;Swift;Docker;Homebrew;Kubernetes;npm;Terraform;Django;Flask;Vue.js;AWS;MySQL;PostgreSQL;Redis,15,0
<35,No,NoHigherEd,1,Man,Dev,14,10,United States of America,190000,Bash/Shell;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;Angular.js;Django;FastAPI;Next.js;React.js;AWS;Google Cloud;Cassandra;MongoDB;PostgreSQL;Redis;SQLite,27,1
>35,No,Undergraduate,1,Man,Dev,13,10,United States of America,123000,C#;Microsoft Azure,2,0
>35,No,Other,1,Man,Dev,40,38,United States of America,120000,C++;Delphi;Groovy;HTML/CSS;Java;PowerShell;SQL;Docker;Kubernetes;VMware;Microsoft SQL Server;MongoDB;MySQL;Oracle,14,1
>35,No,Undergraduate,1,Man,Dev,22,18,United States of America,155000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;Solidity;SQL;TypeScript;Docker;Homebrew;Kubernetes;Terraform;Yarn;ASP.NET;ASP.NET Core ;Express;Fastify;Gatsby;jQuery;Node.js;React.js;Vue.js;AWS;Colocation;DigitalOcean;Firebase;Google Cloud;Microsoft Azure;Elasticsearch;Microsoft SQL Server;PostgreSQL,33,1
>35,No,Undergraduate,1,Man,Dev,29,21,United States of America,170000,Bash/Shell;C++;Rust;Docker;SQLite,5,0
>35,No,Undergraduate,1,Man,Dev,25,20,Canada,117126,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Docker;Homebrew;npm;Drupal;jQuery;Laravel;React.js;Symfony;AWS;Microsoft Azure;CouchDB;MySQL,18,1
>35,No,Undergraduate,1,Man,Dev,13,12,United States of America,120000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;Angular;ASP.NET;ASP.NET Core ;Blazor;jQuery;AWS;Microsoft Azure;VMware;Microsoft SQL Server,15,1
>35,No,Undergraduate,1,Man,Dev,24,22,United States of America,189000,HTML/CSS;JavaScript;Ruby;Docker;Homebrew;Ruby on Rails;AWS;Heroku;MySQL;PostgreSQL;Redis,11,0
<35,No,Undergraduate,1,Man,Dev,10,6,United States of America,148600,Bash/Shell;Java;Python;SQL;Swift;Docker;Homebrew;Yarn;Django;AWS;DynamoDB;Elasticsearch;PostgreSQL,13,0
>35,No,Undergraduate,1,Man,Dev,20,17,United States of America,158000,C#;HTML/CSS;JavaScript;SQL;Docker;npm;Angular;Angular.js;ASP.NET Core ;jQuery;React.js;AWS;Microsoft Azure;Microsoft SQL Server,14,1
<35,No,Undergraduate,1,Man,Dev,10,8,United States of America,110000,Python;Docker;Django;PostgreSQL;Redis,5,0
<35,No,Undergraduate,1,Woman,Dev,14,10,United States of America,180000,C#;JavaScript;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Pulumi;Terraform;Yarn;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;AWS;Google Cloud;DynamoDB;Microsoft SQL Server;MongoDB;PostgreSQL,23,1
<35,No,Undergraduate,1,Man,Dev,8,8,United States of America,175000,HTML/CSS;JavaScript;Python;SQL;TypeScript;Homebrew;npm;Yarn;FastAPI;Flask;Node.js;React.js;Svelte;DigitalOcean;Google Cloud;PostgreSQL,16,1
<35,No,Undergraduate,1,Man,Dev,14,12,Canada,113222,HTML/CSS;JavaScript;TypeScript;npm;React.js;AWS,6,0
>35,No,Undergraduate,1,Man,Dev,15,12,United States of America,155555,Bash/Shell;Ruby;SQL;Ansible;Docker;Homebrew;Kubernetes;Terraform;Yarn;Flask;Node.js;React.js;Ruby on Rails;AWS;DigitalOcean;Heroku;VMware;MySQL;PostgreSQL;Redis,20,0
<35,No,Undergraduate,1,Woman,Dev,12,8,United States of America,155000,HTML/CSS;JavaScript;Python;SQL;Swift;Docker;Kubernetes;npm;Express;Flask;Node.js;React.js;PostgreSQL;Redis,14,0
<35,No,Undergraduate,1,Man,Dev,7,5,United States of America,150000,Bash/Shell;Python;Ruby;SQL;Ansible;Docker;Homebrew;Puppet;Ruby on Rails;AWS;DigitalOcean;Microsoft Azure;PostgreSQL,13,0
<35,No,Undergraduate,1,Man,Dev,8,4,United States of America,155000,Go;Java;Kotlin;Docker;Homebrew;React.js;IBM DB2;Microsoft SQL Server;Redis,9,0
>35,No,Undergraduate,1,Man,Dev,41,37,United States of America,120000,Bash/Shell;C;C++;Perl;MySQL,5,0
<35,No,Undergraduate,1,Woman,Dev,10,3,Peru,156400,Java;JavaScript;Python;SQL;TypeScript;Docker;npm;Yarn;AWS;Google Cloud;MySQL;PostgreSQL;Redis,13,1
